user_id,Font color (control),Font color (pilot),Background color (control),Background color (pilot)
1f2163,0,1,0,0
f6c621,0,1,0,0
2bce8f,0,1,0,0
3748ba,0,1,0,1
3c775a,0,1,0,0
a61994,0,1,0,0
2ecf0b,0,1,0,0
1ffda9,0,1,0,0
6e9b73,0,1,0,0
4c43b3,0,1,0,1
638b68,0,1,0,0
52f371,0,1,0,0
70136e,0,1,0,0
608eff,0,1,0,0
21c067,0,1,0,0
843e6f,0,1,1,0
45f8ce,0,1,0,0
af05f8,0,1,0,0
af2b13,0,1,0,1
b1af4f,0,1,0,0
2e69f9,0,1,0,0
447b46,0,1,0,1
ccc30f,0,1,0,0
90bb43,0,1,0,1
08d703,0,1,0,0
eb8b3d,0,1,0,0
5a7193,0,1,0,0
9f7194,0,1,0,0
ae8913,0,1,0,0
16c8ff,0,1,0,0
d8f666,0,1,0,0
d21da6,0,1,0,0
656a7f,0,1,0,0
eeecaf,0,1,0,0
37b891,0,1,0,0
f27992,0,1,0,0
38470b,0,1,0,0
1341ae,0,1,0,0
59395f,0,1,0,0
af8e8d,0,1,0,0
45d80c,0,1,0,0
f1987a,0,1,0,0
0f1dff,0,1,0,0
99e012,0,1,0,0
18e61d,0,1,0,0
1df132,0,1,0,0
c2c7bc,0,1,0,0
e661c1,0,1,0,1
57075d,0,1,1,0
682ce2,0,1,0,0
6ff154,0,1,0,0
62bdda,0,1,0,0
bd9296,0,1,0,0
7b15ad,0,1,0,1
c9d04b,0,1,0,0
1ab4d9,0,1,0,0
dcf64b,0,1,0,0
ba1da2,0,1,0,0
3cd481,0,1,0,0
e6adcc,0,1,0,0
3a9419,0,1,0,0
81f458,0,1,0,0
6d9550,0,1,0,1
78667e,0,1,0,0
291f8e,0,1,0,0
0129e7,0,1,0,0
4879d7,0,1,1,0
0ea74d,0,1,0,0
8a2764,0,1,0,0
d56100,0,1,1,0
06fe0d,0,1,0,0
8e6991,0,1,0,0
1eac69,0,1,0,0
42e8c0,0,1,0,0
074598,0,1,0,0
afe172,0,1,0,0
b10f21,0,1,1,0
74e969,0,1,0,1
886db0,0,1,0,0
297c48,0,1,0,0
afa44e,0,1,0,1
930a6a,0,1,0,1
aa2b8b,0,1,1,0
dcbc73,0,1,0,0
d3fece,0,1,0,0
52c500,0,1,1,0
336d28,0,1,1,0
e51104,0,1,0,0
2a547b,0,1,0,1
635e7e,0,1,0,0
653f12,0,1,1,0
b7d549,0,1,0,0
18d566,0,1,0,0
61a962,0,1,0,0
1ed174,0,1,0,0
bfa56c,0,1,0,0
686a9f,0,1,0,0
706e03,0,1,0,1
49aa1b,0,1,0,0
115593,0,1,1,0
7b01a6,0,1,0,0
cc5f62,0,1,0,0
548737,0,1,0,0
92993e,0,1,0,1
c10949,0,1,0,1
a988a9,0,1,0,0
aaec1f,0,1,0,0
17ffe6,0,1,0,0
bf68aa,0,1,0,0
b70e64,0,1,0,0
c18b03,0,1,0,0
0bafb0,0,1,0,0
66ae27,0,1,0,0
fed41d,0,1,0,0
c03fc6,0,1,0,1
860572,0,1,0,0
93d77e,0,1,0,0
037208,0,1,0,0
0f9221,0,1,0,0
3d4e23,0,1,0,0
007f44,0,1,0,0
96f216,0,1,0,0
524074,0,1,0,0
e213a9,0,1,0,0
f8bcd6,0,1,0,0
e49f6b,0,1,1,0
3b77cc,0,1,0,0
d56d33,0,1,0,0
fc7e5e,0,1,0,0
1a9bdf,0,1,1,0
a88a20,0,1,0,0
a9192b,0,1,0,0
a28d19,0,1,1,0
1cc93e,0,1,0,0
fb0486,0,1,1,0
265e0a,0,1,0,0
a6199f,0,1,0,0
1952bc,0,1,0,0
b01985,0,1,0,0
bf7a5f,0,1,0,0
e81f7d,0,1,0,0
a79dfe,0,1,0,0
f44128,0,1,0,0
a2e355,0,1,0,0
9ab664,0,1,0,1
d47f5f,0,1,0,0
519edf,0,1,0,0
cc7265,0,1,0,0
18c5c8,0,1,1,0
396248,0,1,0,0
522d40,0,1,0,0
a9c09e,0,1,0,0
086b00,0,1,0,1
474e85,0,1,0,0
827c88,0,1,0,0
40105b,0,1,0,0
b78f4b,0,1,0,0
f96586,0,1,0,0
359f14,0,1,1,0
ffe884,0,1,0,0
274be9,0,1,0,1
460539,0,1,0,0
61b7f4,0,1,0,0
799daa,0,1,0,0
ed6667,0,1,0,0
2d6275,0,1,1,0
77e0bf,0,1,0,0
8b8356,0,1,0,1
5e5be9,0,1,1,0
ccf677,0,1,0,0
6e5268,0,1,1,0
f1b77f,0,1,0,0
e7e1a2,0,1,0,1
510d52,0,1,0,0
493620,0,1,0,1
6183da,0,1,1,0
eb95df,0,1,0,1
b5795e,0,1,0,0
653c9c,0,1,0,0
05dbc1,0,1,0,0
466417,0,1,0,0
36dce2,0,1,0,0
1a3fdd,0,1,1,0
d8e19b,0,1,0,0
6f7130,0,1,0,0
5752ac,0,1,0,0
48f000,0,1,0,0
c9644e,0,1,0,0
13404c,0,1,0,0
9d79d1,0,1,0,0
2c64d9,0,1,0,0
a527bd,0,1,0,0
14e0bd,0,1,0,1
0fd959,0,1,0,0
e4b8c0,0,1,0,0
d92f45,0,1,0,0
66314d,0,1,0,1
2095e4,0,1,0,0
a6dccc,0,1,1,0
94e3d7,0,1,1,0
096a24,0,1,0,0
06f5e1,0,1,0,0
d3dfd0,0,1,0,0
7115ae,0,1,0,0
4c4a50,0,1,0,1
8580a8,0,1,1,0
771dcf,0,1,1,0
5ec8fc,0,1,0,0
7a49aa,0,1,0,1
426c8c,0,1,0,0
fbd09d,0,1,0,0
ef1dd8,0,1,0,0
d69ec3,0,1,0,1
dc5f48,0,1,0,0
148b27,0,1,0,0
54fe07,0,1,0,0
a3ff63,0,1,0,0
025902,0,1,1,0
56ab7e,0,1,0,0
faa769,0,1,0,0
568eb3,0,1,0,0
04b306,0,1,0,1
f8adec,0,1,0,0
5a77a1,0,1,0,0
3a56b1,0,1,0,0
af8aca,0,1,1,0
33f68f,0,1,0,0
f363fd,0,1,0,1
f485d9,0,1,0,1
ea86fa,0,1,0,0
82bae8,0,1,0,0
8ece8f,0,1,0,0
356bf9,0,1,0,0
c10741,0,1,0,0
0bf62d,0,1,0,0
24def0,0,1,0,1
ade70c,0,1,0,0
a328bd,0,1,0,0
60b015,0,1,0,0
46addb,0,1,0,0
42e4f9,0,1,0,0
c38b9e,0,1,0,0
2e651e,0,1,1,0
256148,0,1,0,0
16fcfe,0,1,1,0
5be3b1,0,1,0,1
15d5cc,0,1,0,0
5ed28f,0,1,0,0
ad1bba,0,1,0,0
a04f02,0,1,0,0
2f3836,0,1,0,0
da5255,0,1,0,0
c14d41,0,1,1,0
3491cc,0,1,0,0
78ec3b,0,1,0,0
2068e8,0,1,0,0
797d38,0,1,0,0
dfd097,0,1,0,0
317667,0,1,0,0
6d6c35,0,1,0,0
c73d29,0,1,1,0
b7457f,0,1,0,0
e9f666,0,1,0,0
021991,0,1,0,0
310fb9,0,1,0,0
65cf3c,0,1,0,0
b9eb9a,0,1,0,0
bec573,0,1,0,0
a518e8,0,1,0,1
fdb342,0,1,0,0
8fa130,0,1,0,0
42cea9,0,1,0,0
59e7c5,0,1,0,0
82cfa9,0,1,0,0
569734,0,1,0,0
02679d,0,1,0,0
a934c7,0,1,0,1
4dbbfc,0,1,0,0
797d2b,0,1,0,1
04f5ff,0,1,0,0
5e3859,0,1,0,0
9b0bd1,0,1,0,1
dd1421,0,1,0,0
dccc53,0,1,1,0
83b076,0,1,0,0
14e568,0,1,0,0
d6df0a,0,1,0,0
1f886a,0,1,0,0
5780a3,0,1,0,0
0d4aca,0,1,0,0
efe5b0,0,1,0,0
198de1,0,1,0,0
151ca8,0,1,0,0
b2a701,0,1,0,0
4d211c,0,1,0,0
06da84,0,1,0,0
c7e173,0,1,0,0
a4f07c,0,1,1,0
a5fdd0,0,1,0,0
c77366,0,1,0,0
7ca430,0,1,0,0
a76e54,0,1,0,0
7a5907,0,1,0,0
cb5e4a,0,1,0,0
6ab904,0,1,0,0
d17dc1,0,1,0,0
73a3d1,0,1,0,0
a4a94f,0,1,0,0
0910d0,0,1,1,0
71a155,0,1,0,0
c4682b,0,1,0,0
540dc4,0,1,0,0
2ae3a7,0,1,0,0
60672e,0,1,0,0
05926d,0,1,0,0
b40c96,0,1,0,0
06efe5,0,1,0,0
4a3824,0,1,0,0
b2f11d,0,1,0,0
0993de,0,1,0,0
a9297e,0,1,0,0
4ac4eb,0,1,1,0
bc63f4,0,1,0,0
b8eecf,0,1,0,1
d78f02,0,1,0,1
06637f,0,1,1,0
e12292,0,1,0,1
5b1e61,0,1,0,1
4887a7,0,1,1,0
ddd64a,0,1,0,0
87a402,0,1,0,0
797af1,0,1,0,0
3c4a9b,0,1,0,0
7073f9,0,1,0,0
b8a0b7,0,1,0,0
03c773,0,1,0,0
2e3856,0,1,1,0
62e5b6,0,1,0,0
1706d1,0,1,0,0
e5c556,0,1,0,0
1ed4d7,0,1,0,0
c869db,0,1,0,1
50b8c0,0,1,0,0
16b89a,0,1,0,0
bcb3d6,0,1,0,0
b212d7,0,1,0,0
abeacf,0,1,0,0
b2ed08,0,1,0,0
0e4d4f,0,1,1,0
740943,0,1,1,0
5ff4f8,0,1,0,0
34d879,0,1,1,0
fdd477,0,1,0,0
38219c,0,1,0,1
b74549,0,1,0,0
eed204,0,1,0,0
97de7e,0,1,0,0
9e26af,0,1,0,0
6e9bd6,0,1,1,0
817683,0,1,0,0
7b1aaa,0,1,1,0
c9c31d,0,1,0,1
284218,0,1,0,0
18fd80,0,1,0,0
183b5e,0,1,0,1
38343a,0,1,0,0
f6f1a5,0,1,0,0
9380fd,0,1,0,0
f961c1,0,1,0,0
89ce16,0,1,0,0
59af90,0,1,0,0
c92c80,0,1,0,0
39ff4c,0,1,0,0
44e9b1,0,1,0,0
83ccee,0,1,0,0
20a087,0,1,0,1
06cc9c,0,1,0,0
a0948e,0,1,0,0
112533,0,1,0,0
a95760,0,1,0,0
7c2469,0,1,0,0
d83449,0,1,0,0
eba599,0,1,0,0
2cefc5,0,1,1,0
70044f,0,1,0,0
eee239,0,1,0,0
d31945,0,1,0,1
1bf63a,0,1,0,0
a21182,0,1,0,0
0c185a,0,1,0,0
e3cdeb,0,1,0,0
dea3be,0,1,0,1
b3a270,0,1,0,1
3c98b6,0,1,0,0
0bd4fb,0,1,0,0
96279a,0,1,0,0
e558d9,0,1,0,0
0a2b7f,0,1,1,0
714cfd,0,1,0,0
613f52,0,1,0,0
0c9722,0,1,0,0
a8a938,0,1,1,0
2897f4,0,1,0,0
a0e35b,0,1,0,0
7fde14,0,1,0,0
62ab6e,0,1,0,0
452674,0,1,0,0
09b874,0,1,0,0
357c4f,0,1,0,0
764c05,0,1,0,0
41f673,0,1,0,0
ff854e,0,1,0,0
3ed818,0,1,0,0
2cf889,0,1,0,0
f768b9,0,1,1,0
00b844,0,1,0,0
bc78c3,0,1,0,0
0e2972,0,1,0,0
e00abe,0,1,0,0
f71692,0,1,0,0
cfe75a,0,1,0,0
e9c543,0,1,0,0
449b9c,0,1,0,0
ad5c4f,0,1,0,0
920766,0,1,0,0
601a6a,0,1,0,0
77b7d2,0,1,0,0
6d5cd0,0,1,0,0
d4fb8b,0,1,0,0
bca42a,0,1,0,0
c5f343,0,1,0,0
b89573,0,1,0,0
d5db84,0,1,1,0
25daaa,0,1,0,0
2a40e6,0,1,0,0
113ce7,0,1,0,0
cb793f,0,1,0,0
534bf5,0,1,0,1
5f054d,0,1,0,0
dac2e5,0,1,0,0
498282,0,1,0,1
37257d,0,1,0,0
6e3e87,0,1,1,0
e9b6f4,0,1,0,0
cd9f1b,0,1,0,0
525a5b,0,1,0,0
646190,0,1,1,0
e34835,0,1,0,0
5b6439,0,1,0,0
a73a72,0,1,0,0
f5b1a3,0,1,0,0
12bd00,0,1,0,0
51a40b,0,1,0,0
22e9fc,0,1,0,0
0ef390,0,1,0,0
bd1119,0,1,0,0
121887,0,1,0,1
8d17e4,0,1,0,0
5cfa71,0,1,0,0
1ff83c,0,1,1,0
5aaf20,0,1,0,0
b2d898,0,1,1,0
b59773,0,1,0,0
c8c3c7,0,1,0,1
c5d511,0,1,0,0
8ee6d8,0,1,0,0
a5d456,0,1,0,0
59e25e,0,1,0,0
516d81,0,1,0,1
93d0d0,0,1,1,0
7a54a1,0,1,0,0
fd9740,0,1,0,0
0bcd2d,0,1,0,0
429fe6,0,1,0,0
5e6cff,0,1,0,0
c64176,0,1,0,0
ca3924,0,1,0,0
02d2ce,0,1,0,0
07fdc8,0,1,0,0
b999fa,0,1,0,0
aad047,0,1,0,0
dd5ef1,0,1,0,0
2edc6d,0,1,0,0
76add1,0,1,0,0
96eb8d,0,1,1,0
7e769b,0,1,1,0
6ae796,0,1,0,0
56308e,0,1,0,0
20c528,0,1,0,0
cd9c81,0,1,0,0
b17705,0,1,0,0
77f300,0,1,0,0
c033d6,0,1,0,0
af09da,0,1,1,0
e0e28f,0,1,0,0
d85eff,0,1,0,0
47f7ee,0,1,0,0
181dfb,0,1,0,0
86af45,0,1,1,0
6d164e,0,1,0,0
8d3c5f,0,1,0,0
12da59,0,1,0,0
8dde3e,0,1,0,0
ce3fdf,0,1,0,0
b3a6aa,0,1,0,0
a5bbf1,0,1,0,0
9bb6de,0,1,0,1
c31d5c,0,1,0,0
73eec1,0,1,1,0
53613d,0,1,0,0
470483,0,1,0,0
93489e,0,1,0,0
83a743,0,1,0,0
c96e8b,0,1,0,0
c9e5b2,0,1,0,0
e1c74e,0,1,0,0
ee95b5,0,1,0,0
fd8c14,0,1,0,0
9c9a48,0,1,0,0
385453,0,1,0,0
ad92e6,0,1,0,0
298bbb,0,1,0,0
3135a6,0,1,0,0
3b4ed2,0,1,0,0
19d2bd,0,1,1,0
54e52c,0,1,0,0
f037f0,0,1,0,0
7a9963,0,1,0,0
b62db0,0,1,0,0
2b3359,0,1,0,0
b42d82,0,1,0,0
c99f85,0,1,0,0
4efaa6,0,1,0,0
32b682,0,1,0,1
1a11f4,0,1,0,0
cc0857,0,1,0,1
24ec9e,0,1,0,0
bbe9bd,0,1,0,0
13108e,0,1,0,0
3fc516,0,1,0,0
a9abb7,0,1,1,0
d0883f,0,1,0,0
ba7e64,0,1,0,0
172f93,0,1,0,0
3ad014,0,1,0,0
f3325b,0,1,0,1
d342b5,0,1,0,0
b9743e,0,1,0,0
d26b2b,0,1,0,0
59051a,0,1,0,0
dc5d64,0,1,0,0
0eb3b4,0,1,0,0
87b98f,0,1,0,0
212cd6,0,1,0,0
67b040,0,1,0,0
ceb857,0,1,0,0
333f54,0,1,0,0
34c160,0,1,0,0
07aa82,0,1,0,0
242387,0,1,0,0
5840f5,0,1,0,0
4d8b9e,0,1,0,0
7dba70,0,1,0,1
3d99a3,0,1,0,0
5fb5b1,0,1,0,1
8a76b6,0,1,0,1
3c0425,0,1,0,1
ed552c,0,1,0,0
c9d9a3,0,1,0,0
d09791,0,1,0,0
f74dad,0,1,0,0
ab3c00,0,1,0,0
5f7a12,0,1,0,0
ce11d5,0,1,1,0
401144,0,1,0,0
bbe573,0,1,1,0
c0fa72,0,1,0,1
2b1cda,0,1,0,0
6f54dc,0,1,0,0
91ed04,0,1,0,0
cb6d81,0,1,0,0
efc79c,0,1,0,0
47e9eb,0,1,0,0
4af5f1,0,1,1,0
7860ad,0,1,0,0
c09725,0,1,0,1
ac795a,0,1,0,0
91d7fa,0,1,1,0
ed999e,0,1,0,0
0799a4,0,1,0,0
51ac8b,0,1,0,0
aad77a,0,1,0,0
24677e,0,1,0,0
f5a85f,0,1,0,1
12da50,0,1,0,0
4be5c0,0,1,0,0
2b05fd,0,1,0,0
46af82,0,1,0,1
7a9251,0,1,0,0
568cf9,0,1,0,0
5b2945,0,1,0,0
b32398,0,1,0,0
7055c8,0,1,0,0
ae4d29,0,1,0,0
8ee621,0,1,0,0
115e28,0,1,0,1
2cdab4,0,1,0,0
025e21,0,1,0,0
f03e33,0,1,0,0
86f2bf,0,1,0,1
563f37,0,1,0,0
d689c6,0,1,0,0
2aca5c,0,1,0,0
9d7df9,0,1,0,1
c63784,0,1,0,0
5588a0,0,1,0,0
4cafae,0,1,0,0
aeb55e,0,1,0,0
728037,0,1,0,0
382f40,0,1,1,0
ac1f89,0,1,0,1
1bf4f3,0,1,0,0
496837,0,1,0,0
581ea8,0,1,1,0
9e7194,0,1,0,0
b04295,0,1,0,0
1a48cc,0,1,0,0
404606,0,1,0,1
32345f,0,1,0,0
b73deb,0,1,0,0
9153fa,0,1,0,1
13a4fd,0,1,0,0
9083cd,0,1,0,0
b3fcfd,0,1,0,0
783448,0,1,0,0
d869d8,0,1,0,0
bd71c8,0,1,1,0
4842d8,0,1,1,0
ac6b28,0,1,0,0
64aecf,0,1,1,0
b8071a,0,1,0,0
e27806,0,1,0,1
c19f3f,0,1,0,0
834fff,0,1,0,0
88c77b,0,1,0,0
73c444,0,1,0,0
170d1c,0,1,0,0
772a2e,0,1,0,0
234ab4,0,1,0,0
785922,0,1,1,0
e7006a,0,1,0,1
17300f,0,1,1,0
d9a9e2,0,1,0,0
f80a48,0,1,0,0
282526,0,1,1,0
e8bf5f,0,1,0,0
433d27,0,1,0,0
e12d9b,0,1,0,0
3c66cc,0,1,0,0
a358aa,0,1,0,0
004160,0,1,0,1
c470a3,0,1,0,1
4f50ea,0,1,0,0
995913,0,1,0,0
faa3b4,0,1,1,0
a426c7,0,1,0,0
ab27e3,0,1,0,1
037fb0,0,1,1,0
44fad9,0,1,0,0
aa2395,0,1,0,0
a35f08,0,1,1,0
01fc64,0,1,0,0
31a66d,0,1,0,0
402754,0,1,0,0
d67757,0,1,0,0
f78047,0,1,0,0
6505a8,0,1,0,0
1a80a5,0,1,1,0
68fbd5,0,1,0,0
60ab61,0,1,0,0
a127ce,0,1,0,1
ffd4fc,0,1,0,0
881bb2,0,1,0,1
50cc10,0,1,0,1
4c4cbd,0,1,0,0
e691aa,0,1,0,0
f445ef,0,1,0,0
dcd64a,0,1,0,0
0c98bf,0,1,0,0
b685fc,0,1,0,0
7045b2,0,1,0,0
f9ba1b,0,1,1,0
6a7543,0,1,0,0
d898d8,0,1,1,0
67b73d,0,1,1,0
30554a,0,1,0,0
7d14ed,0,1,0,0
5c959a,0,1,0,0
f94dc3,0,1,0,0
33ac5f,0,1,0,0
ef4c3e,0,1,0,0
00ee48,0,1,0,0
449ca1,0,1,0,0
4fe69c,0,1,0,0
5f6a32,0,1,0,0
57aca3,0,1,1,0
e52464,0,1,0,0
07764f,0,1,0,0
4ca3ae,0,1,0,0
049c15,0,1,0,0
8cc9ad,0,1,1,0
730f87,0,1,0,0
712e0d,0,1,0,0
13a0be,0,1,0,0
60b7ae,0,1,0,0
162c1e,0,1,0,0
4b6545,0,1,0,0
0e54f9,0,1,0,0
278fe9,0,1,0,0
d0cf02,0,1,0,0
40e04c,0,1,0,0
e7033a,0,1,0,0
73aea0,0,1,0,0
5936f6,0,1,0,0
e81c61,0,1,0,0
a51b56,0,1,0,0
825981,0,1,0,1
00ebce,0,1,1,0
d71c09,0,1,0,0
e3e833,0,1,0,0
779fe1,0,1,0,0
ca9ced,0,1,0,0
873ece,0,1,0,0
e59b2e,0,1,0,0
2243ca,0,1,0,0
3850d5,0,1,0,0
c7aefe,0,1,0,0
0dca8b,0,1,0,0
b704d3,0,1,0,0
33f253,0,1,0,0
75a9e5,0,1,0,0
6cb97e,0,1,0,0
f4de45,0,1,0,0
ec4717,0,1,0,0
b54d06,0,1,0,0
0bf07e,0,1,0,0
e232e0,0,1,0,0
125fa9,0,1,0,0
f480de,0,1,0,0
a65312,0,1,0,0
412a46,0,1,0,0
ba131a,0,1,0,0
45eb95,0,1,0,0
fa9c1b,0,1,0,0
143d37,0,1,0,0
e0c117,0,1,0,0
cd9d5b,0,1,0,1
06bf19,0,1,0,0
83a311,0,1,0,0
5d3f53,0,1,0,0
949148,0,1,1,0
bdf6fb,0,1,0,0
7f800f,0,1,0,0
012191,0,1,0,0
2bb2f6,0,1,0,0
d37fd8,0,1,0,0
0e5440,0,1,0,0
dcde04,0,1,1,0
c23f33,0,1,0,0
500633,0,1,0,0
db6d01,0,1,0,0
c94436,0,1,1,0
654b1f,0,1,0,0
a9527c,0,1,0,0
f2527d,0,1,1,0
629127,0,1,0,0
f79bd1,0,1,0,0
1cd388,0,1,0,1
0fe8b3,0,1,0,1
10a473,0,1,0,0
9f45e2,0,1,0,0
1eaaae,0,1,0,0
d921e7,0,1,0,0
ae33cd,0,1,0,0
a904b8,0,1,1,0
f1ba80,0,1,0,0
def649,0,1,0,0
1b2ca2,0,1,0,0
51e425,0,1,0,0
dcece9,0,1,0,0
1b18d4,0,1,0,0
117c4f,0,1,0,0
f473ac,0,1,0,0
9bfe7c,0,1,0,1
485441,0,1,0,0
ee6d49,0,1,0,0
ed0642,0,1,0,0
3fcd59,0,1,0,0
dcfd25,0,1,0,1
1a0ec5,0,1,0,0
52a3e6,0,1,0,1
b83b60,0,1,0,0
787fe1,0,1,0,0
7e9d91,0,1,0,0
124086,0,1,0,0
be4c05,0,1,1,0
6f9a23,0,1,0,0
25a6a2,0,1,0,0
6ed041,0,1,0,0
7dcf98,0,1,0,0
22ba6a,0,1,0,0
e3d9dd,0,1,0,0
eea685,0,1,0,0
dd8bdf,0,1,0,0
2d6762,0,1,0,0
b9110f,0,1,0,0
3e4be4,0,1,0,0
3ea412,0,1,0,0
0b9d80,0,1,0,0
277849,0,1,0,0
8bc88a,0,1,0,0
231e69,0,1,0,0
9f2b00,0,1,0,0
eb87bd,0,1,0,1
8d8b98,0,1,0,0
774220,0,1,0,0
6fe6c2,0,1,1,0
9e480b,0,1,0,0
60fe84,0,1,0,0
aacaaf,0,1,0,1
512b86,0,1,0,0
cdd11e,0,1,0,0
319a47,0,1,0,0
5be4ee,0,1,0,0
516fa4,0,1,1,0
c28b37,0,1,0,0
71a96f,0,1,0,0
aaccaf,0,1,0,0
dcb64e,0,1,0,0
b7486b,0,1,1,0
26c8fe,0,1,0,0
184f3c,0,1,0,0
fa969d,0,1,0,0
95bc3c,0,1,0,0
ce1366,0,1,0,0
6ca5b5,0,1,0,0
ca5665,0,1,0,0
9eaa64,0,1,0,0
cb9200,0,1,0,0
8dac40,0,1,1,0
680657,0,1,0,0
7e6f40,0,1,0,0
1ae75b,0,1,0,0
12c3e8,0,1,0,1
3e5b0e,0,1,0,0
fd9fa5,0,1,0,0
ba936b,0,1,0,0
021701,0,1,0,0
d07000,0,1,0,0
76c68f,0,1,0,0
760862,0,1,0,0
e44288,0,1,0,1
13a75d,0,1,0,0
d02e69,0,1,0,0
d7c798,0,1,0,0
6b7ba7,0,1,0,0
455e2b,0,1,0,0
47c14f,0,1,0,1
d3d077,0,1,0,1
930b82,0,1,0,1
95421d,0,1,0,0
a59dd4,0,1,0,0
f63df9,0,1,0,0
727271,0,1,0,0
a88ea1,0,1,0,1
54f860,0,1,0,0
15f7d1,0,1,0,0
9fe6f4,0,1,0,0
370f07,0,1,0,0
4c6e2e,0,1,0,0
b40c7e,0,1,0,0
5588fc,0,1,0,0
7fddf5,0,1,0,0
0ad753,0,1,0,0
030fa8,0,1,0,0
3fa653,0,1,0,0
93770a,0,1,0,1
232af6,0,1,0,0
78ad0f,0,1,0,0
9a194e,0,1,0,0
7c4e7b,0,1,0,1
e2e8b7,0,1,1,0
5fa937,0,1,0,0
13d046,0,1,0,0
035104,0,1,0,0
47934b,0,1,0,0
7e4eb4,0,1,0,0
28ec7d,0,1,0,1
36ae74,0,1,0,0
841c2b,0,1,0,0
6040fe,0,1,0,0
d3b3ca,0,1,0,0
74ab3b,0,1,0,0
68214e,0,1,0,0
53c707,0,1,0,0
feb256,0,1,0,0
1956fe,0,1,0,0
72703d,0,1,0,0
29ce7b,0,1,0,0
a71460,0,1,0,0
8a21a7,0,1,0,0
21ad6c,0,1,0,0
7ba47d,0,1,0,0
e52928,0,1,0,1
a7c385,0,1,0,0
6d03c6,0,1,0,0
7fdb25,0,1,0,1
08c0a6,0,1,0,0
d2c3e3,0,1,0,0
d405b9,0,1,0,0
405b32,0,1,0,0
3dd61b,0,1,0,0
b92640,0,1,0,0
5a46ff,0,1,1,0
8ddc0e,0,1,0,0
c676da,0,1,0,0
c7a577,0,1,0,0
4fbbf8,0,1,0,0
7eab33,0,1,0,0
96e615,0,1,0,0
ecc6a5,0,1,0,0
c09562,0,1,0,0
5ee167,0,1,0,0
20d4b7,0,1,0,0
d6c746,0,1,0,1
c622e4,0,1,0,0
314b22,0,1,0,0
822971,0,1,0,0
14d429,0,1,0,0
087828,0,1,0,0
a7ff20,0,1,0,0
c3ee88,0,1,0,0
837bbd,0,1,0,0
72d024,0,1,0,0
9a78ed,0,1,0,0
9ef98d,0,1,0,0
58050f,0,1,0,0
1cec3e,0,1,0,0
acaf55,0,1,0,0
8f76f4,0,1,0,0
dd0fb2,0,1,0,0
bd3ed8,0,1,0,0
1fd7f8,0,1,1,0
32209b,0,1,0,0
31bff0,0,1,0,0
8eb044,0,1,0,0
51941a,0,1,0,0
48f768,0,1,0,0
5a8211,0,1,0,0
63d7a3,0,1,0,0
ea83d6,0,1,0,0
8657ca,0,1,0,0
c0fceb,0,1,0,0
950d9e,0,1,0,0
2da3fd,0,1,0,0
22450f,0,1,0,0
0e8dd5,0,1,1,0
53e934,0,1,0,0
32e7d7,0,1,0,0
925de8,0,1,1,0
06ff60,0,1,0,0
ce3f88,0,1,0,0
283ecc,0,1,0,1
88a6d8,0,1,0,0
8aa945,0,1,0,0
de067e,0,1,0,0
7ad33f,0,1,0,0
6ac4ad,0,1,0,0
c9782c,0,1,0,1
fd7286,0,1,0,1
81f272,0,1,0,0
b15d50,0,1,0,0
1c0967,0,1,0,0
37a8e4,0,1,0,0
fb58e5,0,1,0,0
a47f14,0,1,1,0
d520de,0,1,0,0
6ed318,0,1,0,0
b5b27f,0,1,0,0
2ff7a7,0,1,0,0
a8b151,0,1,0,0
bcec12,0,1,1,0
11205b,0,1,0,0
9e3efa,0,1,0,0
eae094,0,1,0,0
9185e3,0,1,0,1
97df0e,0,1,0,1
6efc15,0,1,0,0
9c514f,0,1,0,0
87f670,0,1,0,0
c11784,0,1,0,0
eb5824,0,1,0,0
7d4372,0,1,0,0
c5bf39,0,1,0,0
c441e4,0,1,0,0
f7016d,0,1,0,0
f3e0de,0,1,0,1
fd723e,0,1,0,0
d022a9,0,1,1,0
67abff,0,1,0,0
479721,0,1,0,0
17ba40,0,1,0,1
5b24b6,0,1,0,1
813df8,0,1,0,0
aaecc6,0,1,1,0
25eb86,0,1,0,0
03fb7a,0,1,0,1
47fd98,0,1,0,0
a5e902,0,1,0,0
c46fb3,0,1,0,0
c2c5ea,0,1,0,1
78db55,0,1,0,0
6fff02,0,1,0,0
3e990b,0,1,0,0
6ca8d3,0,1,0,0
6679c9,0,1,0,0
bf0eba,0,1,0,0
a6a8d1,0,1,0,0
6c77b2,0,1,0,0
95a8db,0,1,1,0
1d3f34,0,1,0,0
16a3a5,0,1,0,0
ac9622,0,1,1,0
3a5f29,0,1,0,0
9b2537,0,1,0,0
6769ee,0,1,0,0
20ddbd,0,1,0,0
c16a8b,0,1,1,0
477357,0,1,0,0
dfadff,0,1,0,0
7e9cd8,0,1,0,1
86a6d7,0,1,0,0
5892a0,0,1,0,0
304d0a,0,1,0,0
cb6cb8,0,1,0,0
6afd6d,0,1,0,0
6eb571,0,1,0,0
dd5646,0,1,0,0
0d02f3,0,1,0,1
91a7bf,0,1,0,0
ca05a6,0,1,0,1
f722ac,0,1,1,0
2b159e,0,1,0,0
254090,0,1,0,0
cdaaeb,0,1,0,0
92f841,0,1,0,0
6d48c4,0,1,1,0
58f0f6,0,1,0,0
e0a04d,0,1,0,0
8e4d5a,0,1,0,0
be6618,0,1,0,0
